"X1" "X2" "X3" "X4"
-0.381701012862937 1.2641253872219 -0.172793053235907 0
-0.757756839268788 -0.879189988965964 0.174030247825381 0
0.0517803605922311 0.537409582074775 -0.928719387437902 0
0.308208736908483 -1.02918525830315 -0.562821464275908 0
-0.555287924667418 -0.303084939124182 -0.373439651509078 0
-0.137532163502561 -1.72866547539753 1.38324182994116 0
-1.03365140047175 0.57143525048659 0.230247826380527 0
-0.621457895442057 0.883999863400602 1.02113256436578 0
-0.387492378986304 0.454894378807232 0.187315196792961 0
-0.293934246126565 -0.743551261265929 0.218785419724816 0
-1.58056696325124 0.619291721339438 -0.00827787905585527 0
0.619502835989458 0.97515035067626 0.152517020467332 0
0.579469073012746 0.271119664683934 -0.10383865783699 0
-0.24044430832157 0.571810631314248 -0.00390772775949999 0
-0.662962696221309 0.19024987073383 -0.066940496545919 0
-1.01070224057762 -1.19300763615809 0.0354907797117074 0
1.60295153366361 0.784505314685444 1.59713850589396 0
0.181411809657575 -0.261545786853928 -0.515590576130287 0
-0.0924572072604983 0.171763717031589 -0.820561246616266 0
-0.209210334208125 0.486074672241066 -0.0941063913185551 0
1.32822323460103 1.08463499315088 0.0361697282236723 0
-0.0518722466558459 0.315246078713506 -0.000189061694492814 0
-0.471956968793093 -1.40068093706076 0.30441725132493 0
0.414442910518282 -1.03276671330298 0.0618924476415586 0
0.0284490919545114 0.268986313320474 0.662255332194197 0
-0.666594596483193 -0.992767681555089 -0.0361845019458491 0
-0.868762587611205 -0.621066223131454 -1.03616017792676 0
-0.166872073502781 -0.0971444330011769 -0.183935601187646 0
-0.349261781231677 0.550621454120142 0.0571014189040661 0
-0.342356104291192 0.281228605986954 -0.453965667788795 0
0.327292302600844 0.119301316123822 0.916888649370507 0
-1.51544732980832 1.29142567766157 -0.0507846332634213 0
0.34215527102883 -0.322972894681615 0.0593244362308754 0
0.279334399365045 0.843551015083938 0.194235725669864 0
0.266211148506143 -0.705715550505802 -0.663270182957651 0
-0.852507214768483 -0.608623540428069 1.55523399014135 0
0.372304408521798 -0.144929430253228 -0.429449972141271 0
0.0115660156424761 0.812178561963194 -0.724589764207972 0
-0.120523287509047 0.990357091574164 0.927037649625821 0
-0.00758877941241112 0.177267463037135 0.682305326760969 0
-0.652044581209826 0.506574910216781 -0.169436996832949 0
-0.931237819049346 -0.000336380529661954 -1.43283742581545 0
0.288386509116381 1.01702482179822 -0.267747604684436 0
0.232159970266951 -0.713019698099198 0.0785123010031805 0
-0.218711354769348 -0.548933422787154 0.566077627604935 0
-1.22711191461843 0.513664800032705 -0.170543001432586 0
-1.04883356744063 -0.241065484524752 0.48264943683817 0
0.572420705469707 0.35443335444425 -0.295172422263302 0
1.3211641017236 0.925480832357647 0.423726539568677 0
0.135656403912734 -0.747190060862642 0.210795769816223 0
0.575203531956611 0.681984127727321 -0.00237181281802509 0
-0.905970425429452 0.0549275288930718 0.434701984421094 0
-0.0982584311613599 0.000543356101777044 -0.174510783903108 0
0.498380559121778 -0.863440130622709 -0.0320107750200559 0
-0.901492738243693 0.0365602763081851 0.145741037431355 0
-0.0169967980562504 -0.616840281830354 -1.29657545738478 0
-0.0554041914336647 0.50943760113852 -0.407309383981775 0
0.602733762182683 -0.500386326706809 -0.748984113967953 0
0.0189219464876223 -0.678644621516841 1.21980207028644 0
0.371446482240657 -1.11416410433488 1.2484803190472 0
1.01843313156914 0.483883522763326 -0.551345921187549 0
-0.164839021177667 0.23443746751259 -0.155357149733094 0
-0.165111533154398 -0.425401605309088 0.218213364346101 0
0.183845075588138 0.272614397346034 -0.0548212215218868 0
-0.538700245825097 -0.317972499004384 -0.978861225509716 0
-0.828569043903217 0.0621196787064371 -0.343793610313263 0
-0.111933429134419 -0.334760776606727 0.161900422350975 0
-0.58608719636977 -0.676874339756455 -1.12736043352474 0
0.663306514984544 -0.0129666741164378 0.0896862204023864 0
-1.11527894048449 0.198657803221122 -1.05653435533114 0
0.37747928352099 0.606553512381313 0.254113395848024 0
0.769781879313543 0.192198955523526 0.798589544389876 0
0.8891079440439 0.327940365404958 0.109421968733894 0
0.0765183404267068 -0.0413872591471823 0.0488299390040253 0
-1.80160608602466 0.0539336273726139 1.02388142429005 0
-0.0353156975389673 -0.909921318361657 -0.212202754089115 0
-0.23952984505686 -0.0735086774246679 0.0902179636986436 0
-0.0466252507598925 0.00593455088230645 -1.46716478627702 0
1.21805312811131 0.322958293648076 0.5502228986315 0
-0.56058929066191 -0.213625283939238 0.322915245050854 0
-0.243557501249625 1.11464199590157 -0.271024074358145 0
0.0595844816960109 0.484459119229201 0.0311696880193814 0
-0.764547356157125 -0.10502307198515 1.31174521622972 0
0.413332535844632 -0.462419768518794 0.676191045371424 0
0.57250128079832 -0.672412203557541 0.79905738418781 0
-1.48785009918178 -0.601797954826439 1.18392044090884 0
0.993837806845317 0.308724583555803 -0.245369800340877 0
-0.119192908398576 0.608055875004146 0.599361350873822 0
-0.52790365266412 0.0288731162161795 -0.623688319617723 0
-0.090478334032327 0.707279715084331 -0.208578832458828 0
-0.472930953504721 0.718666934159157 -0.834363328708552 0
0.49785553493501 -0.839955044648203 0.379038075805867 0
-0.699530965109397 -0.705209656169344 0.157881517203857 0
0.360114566463413 0.38120838728186 0.350386959669447 0
0.14747082766927 0.570318386479313 -0.751307208839776 0
-1.14473248935687 0.301157283417192 -0.148908459483114 0
0.269474134123452 -0.143989728516037 0.829439841847575 0
-0.883948924178293 -0.2344781214574 -0.322585399945137 0
-0.547858378768208 0.30775127226096 -0.800734656848445 0
-0.2734880116887 -2.00491452291374 0.22187931248351 0
-0.881841940954344 -0.737877229795757 0.503594539854908 0
0.0120024418143223 0.458897436833261 0.295883635679082 0
-0.235762382324418 0.820538985981824 0.458499692850745 0
-0.740904283846848 0.399006256423362 0.621666552134892 0
1.1390183731763 0.127890640332914 0.0331749439474132 0
-1.04871375795823 0.263900526220801 -0.438889236589703 0
-0.979711647566161 0.0174600196182445 0.792869302150646 0
0.133651431597852 0.977815054760768 0.738868481679539 0
1.17786802283525 0.919626996076062 -0.740345785049814 0
-0.119067483908596 -0.617716160173746 -1.18870310222115 0
0.00751930927488682 -0.821898891229821 -0.546336944285036 0
0.617302196690664 0.425152236906026 -0.199632847246857 0
-1.14410027496428 -0.874349529430384 0.157902312948959 0
0.757359675722992 -0.873086018118499 -0.122340297938888 0
-0.415587604072465 -0.213260402327592 0.116534815580639 0
1.21943978663798 0.243746285876071 0.132976355456433 0
0.21018250371351 -0.313634228104929 0.252101359603711 0
0.0762565401467915 -1.06938480562039 0.871008827651044 0
-1.02294505732389 -0.106785648550797 0.225721489341099 0
0.829270489325801 0.210385619520526 -0.880495573872793 0
0.140768479321529 0.0139954599746112 0.0673153152919877 0
-0.0318487892704486 -0.611271067172994 -0.120354352011019 0
-1.08327601278001 1.09731278162547 -0.880914059072902 0
0.312717264085536 0.282740285561047 1.01229042080458 0
